No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
1494,IN670604-00017,DO670802-00009,865073061972650,"VT2 - II phone1","VT2 - R mobile ໂພນສະອາດ","VT2 - II phone1","VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2024-08-02 14:08:08"
1495,,DO670802-00010,860306074483975,"VT1 - BTL ສະພານທອງ","VT1 - JJ Mobile","VT1 - BTL Saphanthong","VT1 - JJ-MB","WH - Stock OPPO (Mark)",,M20180315,"2024-08-02 14:08:47"
1496,,DO670802-00011,866654062042236,"VT1 - W and W Advice","VT1 - khun mobile ໂພນປາເປົ້າ","VT1 - W&W Advice",,"WH - Stock OPPO (Mark)",,M20180315,"2024-08-02 14:08:13"
1497,IN670604-00017,DO670802-00012,865073061972734,"VT2 - II phone1","VT2 - R mobile ໂພນສະອາດ","VT2 - II phone1","VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2024-08-02 15:08:42"
1498,IN670729-00049,DO670802-00013,868973070650691,"VT3 - Sanlanh Phone","VT3 - Win ດອນໜູນ","VT3 - Sanlanh Phone","VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-08-02 16:08:05"
1499,IN670731-00120,DO670802-00014,868973073115692,"VT1 - Tun mobile","VT1 - Folder shop","VT1 - Tun mobile","VT1 - Folder shop","WH - Stock OPPO (Mark)",,M20180315,"2024-08-02 17:08:41"
1500,IN670515-00044,DO670803-00001,867993074224179,"BLX - Afuo mobile ຄຳເກີດ","BLX - Afuo ຈອມທອງ","BLX - Akhai mobile 1","BLX - Afou ViengThong","Kerry-Awen (Thakhaek)","N651 Approval No.：202408031032000010178",Admin,"2024-08-03 10:08:03"
1501,IN670728-00053,DO670803-00002,868973073116575,"PSL - Jping Mobile1","PSL - JW Mobile4","PSL - Jping Phongsaly","PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","N2681 Approval No.：20240803113700029301",Admin,"2024-08-03 10:08:00"
1502,IN670803-00049,DO670803-00003,868973072616195,"SLV - pakse mobile4","SLV - Abo mobile1 Agent Store","SLV - pakse mobile4","SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202408031739000333929",Admin,"2024-08-03 16:08:08"
1503,IN670801-00023,DO670805-00001,863671069070393,"VT1 - L&A mobile","VT1 - PJ","VT1 - L&A mobile","VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-08-05 09:08:58"
1504,IN670801-00023,DO670805-00002,862287067696773,"VT1 - L&A mobile","VT1 - PJ","VT1 - L&A mobile","VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-08-05 09:08:58"
1505,IN670613-00037,DO670805-00003,868800072834850,"VT1 - LCC1 Dongpalan","VT1 - DDE Dongpalan","VT1 - LCC1 Dongpalan","VT1 - DDE Dongdok","WH - Stock OPPO (Mark)",,M20180315,"2024-08-05 11:08:39"
1506,IN670728-00039,DO670805-00004,868973073112798,"LNT - PP mobile","LNT - Ayao mobile1 Agent Store","LNT - PP mobile","LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408031946000467267",Admin,"2024-08-05 11:08:42"
1507,IN670727-00026,DO670805-00005,868973073114638,"BLX - Asheng mobileຄຳເກີດ","BLX - aliu mobile ຄຳເກີດ","BLX - Asheng mobile",,"Kerry-Awen (Thakhaek)","N651 Approval No.：202408041241000258809",Admin,"2024-08-05 11:08:31"
1508,IN670729-00100,DO670805-00006,868973072643330,"SVK - Apiew","SVK - INEW Savan1 Agent Store","SVK - Apiew","SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202408041608000195838",Admin,"2024-08-05 11:08:09"
1509,IN670727-00051,DO670805-00007,867650074684410,"XKH - Aliu mobile (WD)","XKH - Ahua Mobile1 Agent Shop","XKH - Aliu mobile (WD)","XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408031753000281112",Admin,"2024-08-05 11:08:54"
1510,IN670803-00001,DO670805-00008,869029074940619,"ODX - Awen mobile","ODX - Abao mobile3 ເມືອງຮຸ່ນ","ODX - Awen mobile","ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408042238000483516",Admin,"2024-08-05 11:08:39"
1511,IN670730-00001,DO670805-00009,868973070647994,"LPB - HX","LPB - Abo mobile2 ນ້ຳບາກ","LPB - HX","LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408051113000559620",Admin,"2024-08-05 11:08:14"
1512,IN670715-00102,DO670805-00010,868800075547954,"SEK - Zoubel mobile","SEK - ST Mobile2 Agent Shop","SEK - Zoubel mobile","SEK - ST Mobile2 Agent Shop","Kerry-ST (Sekong)","N1535 Approval No.：202408051242000294313",Admin,"2024-08-05 11:08:51"
1513,IN670715-00102,DO670805-00011,868800075547392,"SEK - Long phone2","SEK - ST Mobile2 Agent Shop","SEK - Long phone","SEK - ST Mobile2 Agent Shop","Kerry-ST (Sekong)","N1535 Approval No.：202408051237000383005",Admin,"2024-08-05 11:08:41"
1514,IN670803-00092,DO670805-00012,868998071561670,"SEK - Long phone2","SEK - Long phone ເຊກອງ","SEK - Long phone","SEK - Long phone","Kerry-ST (Sekong)","N1535 Approval No.：202408051234000475935",Admin,"2024-08-05 12:08:24"
1515,,DO670805-00013,862780063300358,"LNT - Ayao mobile1 Agent Store","LNT - GR mobile","LNT - Ayao mobile1 Agent Shop","LNT - GR mobile","Kerry-A Yao (Loungnamtha)","N2558 Approval No.：202408051147000288875",Admin,"2024-08-05 12:08:00"
1516,IN670728-00012,DO670805-00014,867650074689518,"BKE - LF Mobile2","BKE - LF Mobile2","BKE - LF Mobile1","BKE - LF Mobile1","Kerry-LH (Bokeo)","N2646 Approval No.：202408051328000187112",Admin,"2024-08-05 13:08:16"
1517,IN670513-00139,DO670805-00015,861945061239350,"Catty Laos Virtual Mobile","BKE - LH Mobile1 Agent Store","Catty Laos Virtual","BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1518,IN670513-00139,DO670805-00016,864591051323775,"Catty Laos Virtual Mobile","LPB - Zan mobile","Catty Laos Virtual","LPB - Zan mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1519,IN670513-00139,DO670805-00017,869715067166192,"Catty Laos Virtual Mobile","LPB - Lao mobile1 ຫຼວງພະບາງ","Catty Laos Virtual","LPB - Lao mobile1","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1520,IN670513-00139,DO670805-00018,869715061775592,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","Catty Laos Virtual","XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1521,IN670513-00139,DO670805-00019,869715067161714,"Catty Laos Virtual Mobile","LPB - Lao mobile1 ຫຼວງພະບາງ","Catty Laos Virtual","LPB - Lao mobile1","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1522,IN670513-00139,DO670805-00020,865947066566999,"Catty Laos Virtual Mobile","LPB - AT2 ຊຽງເງິນ","Catty Laos Virtual","LPB - AT2 Xiengeun","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1523,IN670513-00139,DO670805-00021,864306061814279,"Catty Laos Virtual Mobile","LPB - Aphing Mobile ເມືອງປາກແຊງ","Catty Laos Virtual","LPB - Aphing Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1524,IN670513-00139,DO670805-00022,866155067100870,"Catty Laos Virtual Mobile","SVK - Tomee","Catty Laos Virtual","SVK - Tomee","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1525,IN670513-00139,DO670805-00023,866155064707230,"Catty Laos Virtual Mobile","XYB - Ting mobile","Catty Laos Virtual","XYB - Ting mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1526,IN670513-00139,DO670805-00024,865947064491992,"Catty Laos Virtual Mobile","LPB - Aphing Mobile ເມືອງປາກແຊງ","Catty Laos Virtual","LPB - Aphing Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1527,IN670513-00139,DO670805-00025,866155067159710,"Catty Laos Virtual Mobile",BKE - A mobile,"Catty Laos Virtual",BKE - A mobile,"Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1528,IN670513-00139,DO670805-00026,865020068928177,"Catty Laos Virtual Mobile","LPB - Phonephet","Catty Laos Virtual","LPB - Phonephet","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1529,IN670513-00139,DO670805-00027,869802068871473,"Catty Laos Virtual Mobile","XYB - SP Computer","Catty Laos Virtual","XYB - SP Computer","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1530,IN670513-00139,DO670805-00028,866155063797430,"Catty Laos Virtual Mobile","LPB - Nisa mobile","Catty Laos Virtual",,"Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1531,IN670513-00139,DO670805-00029,863178061294815,"Catty Laos Virtual Mobile","XKH - Ahua Mobile1 Agent Shop","Catty Laos Virtual","XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1532,IN670513-00139,DO670805-00030,866067060728690,"Catty Laos Virtual Mobile","XKH - Douang mobile3 ຊຽງຂວາງ","Catty Laos Virtual","XKH - Douang mobile3","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1533,IN670513-00139,DO670805-00031,863671064410511,"Catty Laos Virtual Mobile","BKE - LF Mobile2","Catty Laos Virtual","BKE - LF Mobile1","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1534,IN670513-00139,DO670805-00032,867003064787415,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","Catty Laos Virtual","BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1535,IN670513-00139,DO670805-00033,863671065726295,"Catty Laos Virtual Mobile","HPN - Adong Mobile","Catty Laos Virtual","HPN - Adong Mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1536,IN670513-00139,DO670805-00034,867003064790773,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1537,IN670513-00139,DO670805-00035,863671065929675,"Catty Laos Virtual Mobile","LPB - Sonkua","Catty Laos Virtual","LPB - Sonkua","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1538,IN670513-00139,DO670805-00036,867003064791896,"Catty Laos Virtual Mobile","HPN - Along Mobile","Catty Laos Virtual","HPN - Along Mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1539,IN670513-00139,DO670805-00037,863671065927570,"Catty Laos Virtual Mobile","LPB - Khonesamai","Catty Laos Virtual","LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1540,IN670513-00139,DO670805-00038,867003068162250,"Catty Laos Virtual Mobile","HPN - Abing mobile","Catty Laos Virtual","HPN - Abing mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1541,IN670513-00139,DO670805-00039,863671065828455,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1542,IN670513-00139,DO670805-00040,867003068349675,"Catty Laos Virtual Mobile","LPB - QZ Mobile Agent Store","Catty Laos Virtual","LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1543,IN670513-00139,DO670805-00041,863671065926754,"Catty Laos Virtual Mobile","LPB - HX","Catty Laos Virtual","LPB - HX","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1544,IN670513-00139,DO670805-00042,863178063481238,"Catty Laos Virtual Mobile","XYB - Daonoy mobile","Catty Laos Virtual","XYB - daonoy mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1545,IN670513-00139,DO670805-00043,867003064628437,"Catty Laos Virtual Mobile","BKE - Lao fix phone","Catty Laos Virtual","BKE - Lao fix phone","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1546,IN670513-00139,DO670805-00044,863671064779576,"Catty Laos Virtual Mobile","HPN - Alei Mobile 4","Catty Laos Virtual","HPN - A Lei Mobile2 Agent (Huaphan)","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1547,IN670513-00139,DO670805-00045,867003064651199,"Catty Laos Virtual Mobile","XYB - Peno mobile","Catty Laos Virtual","XYB - Peno mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1548,IN670513-00139,DO670805-00046,863178062372818,"Catty Laos Virtual Mobile","HPN - Hiengsone mobile","Catty Laos Virtual","HPN - Hiengsone mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1549,IN670513-00139,DO670805-00047,866067060729573,"Catty Laos Virtual Mobile","SEK - Azhou Mobile","Catty Laos Virtual","SEK - Azhou Mobile","Kerry-ST (Sekong)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1550,IN670513-00139,DO670805-00048,867003064787613,"Catty Laos Virtual Mobile","BLX - Awei mobile ທ່າສີ","Catty Laos Virtual","BLX - Awei mobile Thasy","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1551,IN670513-00139,DO670805-00049,867003064791094,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1552,IN670513-00139,DO670805-00050,863671065830816,"Catty Laos Virtual Mobile","XKH - Pin mobile ຊຽງຂວາງ","Catty Laos Virtual","XKH - Pin mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1553,IN670513-00139,DO670805-00051,867003067930152,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","Catty Laos Virtual","CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1554,IN670513-00139,DO670805-00052,863671064784410,"Catty Laos Virtual Mobile","LPB - Khonesamai","Catty Laos Virtual","LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1555,IN670513-00139,DO670805-00053,867003068162375,"Catty Laos Virtual Mobile","HPN - Abing mobile","Catty Laos Virtual","HPN - Abing mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1556,IN670513-00139,DO670805-00054,863671065929097,"Catty Laos Virtual Mobile","LPB - Khonesamai","Catty Laos Virtual","LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1557,IN670513-00139,DO670805-00055,867003068375159,"Catty Laos Virtual Mobile","BKE - oppo muang meung","Catty Laos Virtual","BKE - He Mobile1 HuyXaiy","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1558,IN670513-00139,DO670805-00056,863178063563878,"Catty Laos Virtual Mobile","HPN - xaithavone Mobile","Catty Laos Virtual","HPN - xaithavone Mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1559,IN670513-00139,DO670805-00057,863671064399011,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","Catty Laos Virtual","XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1560,IN670513-00139,DO670805-00058,867003064641711,"Catty Laos Virtual Mobile","LPB - LTH Mobile","Catty Laos Virtual","LPB - LTH Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1561,IN670513-00139,DO670805-00059,863671065929113,"Catty Laos Virtual Mobile","LPB - VJ Mobile","Catty Laos Virtual","LPB - VJ Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1562,IN670513-00139,DO670805-00060,863671064413010,"Catty Laos Virtual Mobile","LPB - HX","Catty Laos Virtual","LPB - HX","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1563,IN670513-00139,DO670805-00061,863178062783998,"Catty Laos Virtual Mobile","XSB - Boy mobile","Catty Laos Virtual",,"Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1564,IN670513-00139,DO670805-00062,863671064781515,"Catty Laos Virtual Mobile","XYB - TC mobile1","Catty Laos Virtual","XYB - TC mobile1","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1565,IN670513-00139,DO670805-00063,867003064782598,"Catty Laos Virtual Mobile","XYB - Saisana IT","Catty Laos Virtual","XYB - Saisana IT","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1566,IN670513-00139,DO670805-00064,867003064790419,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1567,IN670513-00139,DO670805-00065,863671065926879,"Catty Laos Virtual Mobile","LPB - LTH Mobile","Catty Laos Virtual","LPB - LTH Mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1568,IN670513-00139,DO670805-00066,863671064410115,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","Catty Laos Virtual","BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1569,IN670513-00139,DO670805-00067,867003064791151,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1570,IN670513-00139,DO670805-00068,867003067931416,"Catty Laos Virtual Mobile","BLX - Axin mobile ວຽງທອງ","Catty Laos Virtual","BLX - Axin mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1571,IN670513-00139,DO670805-00069,867003068348255,"Catty Laos Virtual Mobile","SVK - ming Service","Catty Laos Virtual","SVK - ming Service","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1572,IN670513-00139,DO670805-00070,863671064783594,"Catty Laos Virtual Mobile","LPB - Khonesamai","Catty Laos Virtual","LPB - Khonesamai","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1573,IN670513-00139,DO670805-00071,863178062062773,"Catty Laos Virtual Mobile","BKE - LH Mobile5","Catty Laos Virtual","BKE - LH Mobile Agent Shop","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1574,IN670513-00139,DO670805-00072,863671065828059,"Catty Laos Virtual Mobile","BKE - Lar Mobile","Catty Laos Virtual","BKE - Lar Mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1575,IN670513-00139,DO670805-00073,867003064625896,"Catty Laos Virtual Mobile","HPN - Abing mobile","Catty Laos Virtual","HPN - Abing mobile","Kerry - A Lei (Huaphan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1576,IN670513-00139,DO670805-00074,867003064650357,"Catty Laos Virtual Mobile","XYB - Peno mobile","Catty Laos Virtual","XYB - Peno mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1577,IN670513-00139,DO670805-00075,863671065019774,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","Catty Laos Virtual","XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1578,IN670513-00139,DO670805-00076,867003065322675,"Catty Laos Virtual Mobile","LPB - Ajoi Mobile 1 ຫຼວງພະບາງ","Catty Laos Virtual","LPB - Ajoi Viengkham","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1579,IN670513-00139,DO670805-00077,863671064249158,"Catty Laos Virtual Mobile","SLV - Sangsavang","Catty Laos Virtual","SLV - Sangsavang","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1580,IN670513-00139,DO670805-00078,867003068195219,"Catty Laos Virtual Mobile","KAM - Awen mobile1 Agent Store","Catty Laos Virtual","KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1581,IN670513-00139,DO670805-00079,863671060257213,"Catty Laos Virtual Mobile","XYB - Siam Mobile Agent Store","Catty Laos Virtual","XYB - Siam Mobile Agent Shop","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1582,IN670513-00139,DO670805-00080,863671064242336,"Catty Laos Virtual Mobile","XYB - TC mobile1","Catty Laos Virtual","XYB - TC mobile1","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1583,IN670513-00139,DO670805-00081,867003065343416,"Catty Laos Virtual Mobile","ATP - Ata mobile1 Agent Store","Catty Laos Virtual","ATP - Ata mobile1 Agent Shop","Kerry-ATA (Attapue)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1584,IN670513-00139,DO670805-00082,867003068227715,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","Catty Laos Virtual","CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1585,IN670513-00139,DO670805-00083,867003065359974,"Catty Laos Virtual Mobile","SLV - Somsuk Mobile","Catty Laos Virtual","SLV - Somsuk Mobile","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1586,IN670513-00139,DO670805-00084,863671065017018,"Catty Laos Virtual Mobile","XKH - kouKham mobile","Catty Laos Virtual","XKH - kouKham mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1587,IN670513-00139,DO670805-00085,867003068362371,"Catty Laos Virtual Mobile","SVK - Tin mobile","Catty Laos Virtual","SVK - Tin mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1588,IN670513-00139,DO670805-00086,863671064280310,"Catty Laos Virtual Mobile","SLV - Kulery mobile","Catty Laos Virtual","SLV - Kulery mobile","Kerry-ABO (Salavan)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1589,IN670513-00139,DO670805-00087,867003065440576,"Catty Laos Virtual Mobile","SVK - Leum mobile","Catty Laos Virtual","SVK - Leum mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1590,IN670513-00139,DO670805-00088,866067067032617,"Catty Laos Virtual Mobile","BKE - Jaiy Lee mobile","Catty Laos Virtual","BKE - Jaiy Lee mobile","Kerry-LH (Bokeo)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1591,IN670513-00139,DO670805-00089,867003065647337,"Catty Laos Virtual Mobile","SVK - Daovi Mobile","Catty Laos Virtual","SVK - Dao vi Mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1592,IN670513-00139,DO670805-00090,867003065488534,"Catty Laos Virtual Mobile","LPB - KP mobile","Catty Laos Virtual","LPB - KP mobile","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1593,IN670513-00139,DO670805-00091,867003065763530,"Catty Laos Virtual Mobile","SVK - Daovi Mobile","Catty Laos Virtual","SVK - Dao vi Mobile","Kerry-INEW SVK (Savanakhet)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1594,IN670513-00139,DO670805-00092,863671064679271,"Catty Laos Virtual Mobile","LPB - Thaimanee","Catty Laos Virtual","LPB - Thaimanee","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1595,IN670513-00139,DO670805-00093,867003065563179,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","Catty Laos Virtual","LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
1596,IN670513-00139,DO670805-00094,867003069316194,"Catty Laos Virtual Mobile","BLX - A see mobile","Catty Laos Virtual","BLX - A see mobile","Kerry-Awen (Thakhaek)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:17"
