No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
11,IN680201-00055,DO680201-00011,868998070266479,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
12,IN680201-00055,DO680201-00012,868998070749490,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
13,IN680201-00055,DO680201-00013,868998071556399,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
14,IN680201-00055,DO680201-00014,868998071558114,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
15,IN680201-00055,DO680201-00015,868998071641779,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
16,IN680201-00055,DO680201-00016,868998071643031,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
17,IN680201-00055,DO680201-00017,868998071643593,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
18,IN680201-00055,DO680201-00018,868998070249897,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
19,IN680201-00055,DO680201-00019,868998070260118,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
20,IN680201-00055,DO680201-00020,868998070263591,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
21,IN680201-00055,DO680201-00021,868998070745431,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
22,IN680201-00055,DO680201-00022,868998070778812,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
23,IN680201-00055,DO680201-00023,868998071556571,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
24,IN680201-00055,DO680201-00024,868998071616151,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
25,IN680201-00055,DO680201-00025,868998071642413,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
26,IN680201-00055,DO680201-00026,868998071643254,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
27,IN680201-00055,DO680201-00027,868998071643619,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
28,IN680201-00055,DO680201-00028,868998070256694,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
29,IN680201-00055,DO680201-00029,868998070260696,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
30,IN680201-00055,DO680201-00030,868998070265935,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)","Clear Stock Reno 12F 4G JK",Admin,"2025-02-01 12:02:41"
31,IN670625-00001,DO680201-00031,868800073010872,"SLV - PT MOBILE","SLV - Abo2 mobile ໂນ່ນດູ່","352027372 - SLV - PT MOBILE","352027347 - SLV - Abo mobile1 Agent Shop","Kerry-ABO (Salavan)","N2591 Approval No.：202502011005000491049",Admin,"2025-02-01 14:02:58"
32,IN671226-00124,DO680201-00032,868998070708496,"XKH - Vanhkham mobile1","XKH - Ahua Mobile1 Agent Shop","352027045 - XKH - Vanhkham mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202502010939000272586",Admin,"2025-02-01 14:02:45"
33,IN671130-00111,DO680203-00001,864306066834330,"Catty Laos Virtual Mobile","SVK - Abing Mobile","352027521 - Catty Laos Virtual","352027388 - SVK - Abing Mobile","Kerry-INEW SVK (Savanakhet)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
34,IN671130-00111,DO680203-00002,866227064255039,"Catty Laos Virtual Mobile","PSL - Aliang mobile","352027521 - Catty Laos Virtual","352026993 - PSL - yangxiaodong1","Kerry-JW (Phonsaly)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
35,IN671130-00111,DO680203-00003,866227066196470,"Catty Laos Virtual Mobile","CPS - A Guo MB Soukhumma","352027521 - Catty Laos Virtual","352026929 - CPS - A Guo MB Soukhumma","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
36,IN671130-00111,DO680203-00004,868714067719234,"Catty Laos Virtual Mobile","SVK - Abing Mobile","352027521 - Catty Laos Virtual","352027388 - SVK - Abing Mobile","Kerry-INEW SVK (Savanakhet)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
37,IN671130-00111,DO680203-00005,869355069412979,"Catty Laos Virtual Mobile","CPS - Tha mobile","352027521 - Catty Laos Virtual","352026974 - CPS - Tha mobile","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
38,IN671130-00111,DO680203-00006,862780063382554,"Catty Laos Virtual Mobile","LNT - Sy mobile1 ຫຼວງນ້ຳທາ","352027521 - Catty Laos Virtual","352026848 - LNT - Sy mobile1","Kerry-A Yao (Loungnamtha)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
39,IN671130-00111,DO680203-00007,862774061521750,"Catty Laos Virtual Mobile","BKE - TP mobile","352027521 - Catty Laos Virtual","352032506 - BKE - TP mobile","Kerry-LH (Bokeo)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
40,IN671130-00111,DO680203-00008,868800071153450,"Catty Laos Virtual Mobile","CPS - Khamtan mobile","352027521 - Catty Laos Virtual","352026959 - CPS - Khamtan mobile","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
41,IN671130-00111,DO680203-00009,863929077747950,"Catty Laos Virtual Mobile","VT1 - ATL1 Dongdok","352027521 - Catty Laos Virtual","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
42,IN671130-00111,DO680203-00010,866986075198716,"Catty Laos Virtual Mobile","BKE - Mone Phone1","352027521 - Catty Laos Virtual","352026709 - BKE - Mone Phone1","Kerry-LH (Bokeo)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
43,IN671130-00111,DO680203-00011,863199079681835,"Catty Laos Virtual Mobile","CPS - A Guo MB Soukhumma","352027521 - Catty Laos Virtual","352026929 - CPS - A Guo MB Soukhumma","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
44,IN671130-00111,DO680203-00012,866986074111496,"Catty Laos Virtual Mobile","VT1 - Call me1 Phornsinuan","352027521 - Catty Laos Virtual","352027191 - VT1 - Call me1 Phonesynuan","WH - Stock OPPO (Mark)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
45,IN671130-00111,DO680203-00013,866986074119432,"Catty Laos Virtual Mobile","CPS - Tha mobile","352027521 - Catty Laos Virtual","352026974 - CPS - Tha mobile","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
46,IN671130-00111,DO680203-00014,863929074146651,"Catty Laos Virtual Mobile","KAM - Vanhxai mobile","352027521 - Catty Laos Virtual","352026833 - KAM - Vanhxai mobile","Kerry-Awen (Thakhaek)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
47,IN671130-00111,DO680203-00015,866685074126054,"Catty Laos Virtual Mobile","PSL - JW Mobile4","352027521 - Catty Laos Virtual","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
48,IN671130-00111,DO680203-00016,863199077797393,"Catty Laos Virtual Mobile","BKE - AQi Mobile1","352027521 - Catty Laos Virtual","352026702 - BKE - AQi Mobile","Kerry-LH (Bokeo)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
49,IN671130-00111,DO680203-00017,863929074883998,"Catty Laos Virtual Mobile","CPS - Fasai","352027521 - Catty Laos Virtual","352026948 - CPS - Fasai","Kerry-JK (Pakse)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
50,IN671130-00111,DO680203-00018,868884077654570,"Catty Laos Virtual Mobile","XSB - Aqing mobile2 Agent Store","352027521 - Catty Laos Virtual","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)","Activated more than 2 months",Admin,"2025-02-03 11:02:53"
51,IN670907-00009,DO680203-00019,866227061481034,"VT1 - L&A mobile","VT1 - A Sue km63","352032471 - VT1 - L&A mobile","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2025-02-03 11:02:24"
52,IN670907-00009,DO680203-00020,863199079673790,"VT1 - L&A mobile","VT1 - A Sue km63","352032471 - VT1 - L&A mobile","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2025-02-03 11:02:24"
53,IN670907-00009,DO680203-00021,863971070707292,"VT1 - L&A mobile","VT1 - A Sue km63","352032471 - VT1 - L&A mobile","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2025-02-03 11:02:24"
54,IN670907-00009,DO680203-00022,863929077733315,"VT1 - L&A mobile","VT1 - A Sue km63","352032471 - VT1 - L&A mobile","352027152 - VT1 - a sue","WH - Stock OPPO (Mark)",,M20180315,"2025-02-03 11:02:24"
55,IN680106-00046,DO680203-00023,863971075676591,"VT2 - TL mobile ທ່າງອນ","VT2 - R mobile ໂພນສະອາດ","352027321 - VT2 - TL","352027282 - VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2025-02-03 11:02:59"
