No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
20,,DO670507-00005,867528073044010,,,"352032043 - LNT - Aqing mobile","352026840 - LNT - Ayao mobile1 Agent Shop","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:13:01"
21,,DO670507-00006,867003065658037,,,"352026844 - LNT - KP mobile1","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:13:43"
22,,DO670507-00007,866155066415337,,,"352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:14:24"
23,,DO670507-00008,867003068624093,,,"352026846 - LNT - Noy mobile Xienglea","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:15:08"
24,IN670504-00008,DO670507-00009,865055069463832,,,"352026915 - PSL - JW mobile Agent Shop","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)",,Admin,"2024-05-07 16:15:50"
25,IN670505-00014,DO670507-00010,867528073509970,,,"352026848 - LNT - Sy mobile1","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:20:21"
26,,DO670507-00011,867003065763712,,,"352026844 - LNT - KP mobile1","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-07 16:21:02"
27,,DO670507-00012,865055066178490,,,"352026812 - KAM - KPs mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-07 16:21:42"
28,,DO670507-00013,863178062969951,,,"352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-07 16:22:20"
29,,DO670507-00014,868908063265875,,,"352032523 - PSL - JingCai mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)",,Admin,"2024-05-07 16:23:50"
30,,DO670507-00014,868908061704354,,,"352032523 - PSL - JingCai mobile","352026983 - PSL - Jping Phongsaly","Kerry-JW (Phonsaly)",,Admin,"2024-05-07 16:23:50"
31,,DO670508-00001,867003069342794,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
32,,DO670508-00001,867003069342695,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
33,,DO670508-00001,867003069342653,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
34,,DO670508-00001,867003068203039,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
35,,DO670508-00001,867003068202437,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
36,,DO670508-00001,867003068202395,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
37,,DO670508-00001,867003069343198,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
38,,DO670508-00001,867003068201959,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
39,,DO670508-00001,867003069343099,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
40,,DO670508-00001,867003069342810,,,"352027306 - VT2 - T Shop mobile","352027217 - VT2 - inter telecom","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 10:30:13"
41,,DO670508-00002,860306074429390,,,"352027448 - SVK - Phitsamai OA1","352027521 - Catty Laos Virtual","Kerry-INEW SVK (Savanakhet)",,Admin,"2024-05-08 13:09:46"
42,,DO670508-00003,866654063625351,,,"352026799 - KAM - Awen mobile1 Agent Shop","352032137 - BLX - Win mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-08 15:37:39"
43,,DO670508-00004,868908069685654,,,"352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-08 15:39:56"
44,,DO670508-00005,869355069706958,,,"352027307 - VT1 - T&J Dongpalan","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 15:41:40"
45,,DO670508-00005,869355069706974,,,"352027307 - VT1 - T&J Dongpalan","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 15:41:40"
46,,DO670508-00006,868051060451618,,,"352027307 - VT1 - T&J Dongpalan","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,Admin,"2024-05-08 15:42:17"
47,,DO670508-00007,867003064644954,,,"352026754 - BLX - PSC","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-08 15:43:46"
48,,DO670508-00007,869496062277819,,,"352026754 - BLX - PSC","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-08 15:43:46"
49,,DO670508-00007,862780063594778,,,"352026754 - BLX - PSC","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-08 15:43:46"
50,,DO670508-00008,869355069654711,,,"352027235 - VT1 - LCC1 Dongpalan","352027197 - VT1 - DDE Dongdok","WH - Stock OPPO (Mark)",,M20180315,"2024-05-08 16:47:01"
51,,DO670510-00001,868051060448218,"VT1 - nangnoy","VT1 - nangnoy","352027255 - VT1 - nangnoy","352027255 - VT1 - nangnoy","WH - Stock OPPO (Mark)",,M20180315,"2024-05-10 10:18:39"
52,IN670509-00013,DO670510-00002,868051060129032,"VT1 - Tata","VT1 - khun mobile ໂພນປາເປົ້າ","352027310 - VT1 - Tata","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)",,M20180315,"2024-05-10 10:31:14"
53,,DO670510-00003,867003069319099,"VT1 - L&A mobile","VT1 - PJ","352032471 - VT1 - L&A mobile","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-05-10 13:07:27"
54,,DO670510-00004,862780063704153,"LNT - SP mobile",LNT - Hongda electronic2,"352032221 - LNT - SP mobile","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-10 14:03:51"
55,,DO670510-00005,860716060162773,"VT1 - ATL1 Nongchan","VT3 - Win Samsung2 Agent Store","352027174 - VT1 - ATL1 Nongchan","352027174 - VT1 - ATL1 Nongchan","WH - Stock OPPO (Mark)",,Admin,"2024-05-10 14:05:29"
56,IN670503-00092,DO670510-00006,863671064412517,"LNT - SP mobile","LNT - KP mobile1","352032221 - LNT - SP mobile","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-10 14:06:08"
57,IN670507-00004,DO670510-00007,867003068132477,"VT2 - INEW Center","VT2 - kplaza","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,Admin,"2024-05-10 14:07:02"
58,,DO670510-00008,862774061945991,"BLX - Afang mobile Khamkert","BLX - Akhai mobile 1","352026726 - BLX - Afang Mobile Nongpong","352026730 - BLX - Akhai mobile 1","Kerry-Awen (Thakhaek)",,Admin,"2024-05-10 14:12:23"
59,,DO670510-00009,868051060126558,"VT1 - Call me1 Phornsinuan","VT2 - INEW Center","352027191 - VT1 - Call me1 Phonesynuan","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,Admin,"2024-05-10 14:13:15"
60,,DO670510-00010,867003069331698,"BLX - A kung mobile","BLX - Awen mobile3","352026754 - BLX - PSC","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-10 14:14:15"
61,,DO670510-00011,867003068196399,"CPS - Pakse mobile7","CPS - Jk mobile3 Agent Store","352026968 - CPS - Pakse mobile7","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",,Admin,"2024-05-10 14:28:59"
62,IN670504-00112,DO670511-00001,865055069622999,"LNT - Noy mobile1 ຊຽງແລ້","LNT - SP mobile","352026846 - LNT - Noy mobile Xienglea","352032221 - LNT - SP mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-11 09:28:25"
63,IN670503-00091,DO670511-00002,863671064411733,"LNT - SP mobile","LNT - Aming mobile","352032221 - LNT - SP mobile","352031920 - LNT - Aming mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-11 09:29:16"
64,,DO670511-00003,866155066419875,"BLX - Awen mobile3","BLX - Nok mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026751 - BLX - Nok mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:59"
65,,DO670511-00004,866155066419057,"BLX - Awen mobile3","BLX - Nok mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026751 - BLX - Nok mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:59"
66,,DO670511-00005,866155066388237,"BLX - Awen mobile3","BLX - Somsak mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026758 - BLX - Somsak mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:22"
67,,DO670511-00006,865947067757076,"BLX - Awen mobile3","BLX - Somsak mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026758 - BLX - Somsak mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:22"
68,,DO670511-00007,866155066285938,"BLX - Awen mobile3","BLX - Somsak mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026758 - BLX - Somsak mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:22"
69,,DO670511-00008,866155066285854,"BLX - Awen mobile3","BLX - Somsak mobile","352026799 - KAM - Awen mobile1 Agent Shop","352026758 - BLX - Somsak mobile","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:22"
70,IN670504-00133,DO670511-00009,863671064293875,"CPS - AG mobile1 ປາກເຊ","CPS - Jk mobile2","352026933 - CPS - AG mobile1 Pakse","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",,Admin,"2024-05-11 13:05:14"
71,IN670504-00133,DO670511-00010,863671064293693,"CPS - AG mobile1 ປາກເຊ","CPS - Jk mobile2","352026933 - CPS - AG mobile1 Pakse","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",,Admin,"2024-05-11 13:05:14"
72,,DO670511-00011,866654062429375,"BLX - Puom IT1 ຄຳເກີດ","BLX - Awen Mobile8","352026753 - BLX - Poum IT","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:55"
73,,DO670511-00012,866654062439150,"BLX - Puom IT1 ຄຳເກີດ","BLX - Awen Mobile8","352026753 - BLX - Poum IT","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-11 13:05:31"
74,,DO670511-00013,866155066363859,"SLV - Viet 92 mobile","SLV - JM mobile","352031891 - SLV - Viet 92 mobile","352027358 - SLV - JM mobile","Kerry-ABO (Salavan)",,Admin,"2024-05-11 15:05:14"
75,,DO670511-00014,866155066363511,"SLV - Viet 92 mobile","SLV - JM mobile","352031891 - SLV - Viet 92 mobile","352027358 - SLV - JM mobile","Kerry-ABO (Salavan)",,Admin,"2024-05-11 15:05:14"
76,,DO670511-00015,866155066364196,"SLV - Viet 92 mobile","SLV - JM mobile","352031891 - SLV - Viet 92 mobile","352027358 - SLV - JM mobile","Kerry-ABO (Salavan)",,Admin,"2024-05-11 15:05:14"
77,,DO670513-00001,867003069318794,"VT1 - L&A mobile","VT1 - PJ","352032471 - VT1 - L&A mobile","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 08:05:30"
78,,DO670513-00002,869355069652632,"VT1 - 63 Mobile","VT1 - Lida","352027122 - VT1 - 63 Mobile","352027236 - VT1 - Lida","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 08:05:00"
79,,DO670513-00003,868051060107079,"VT1 - 63 Mobile","VT1 - Lida","352027122 - VT1 - 63 Mobile","352027236 - VT1 - Lida","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 08:05:00"
80,,DO670513-00004,860306074500851,"BLX - Akhai mobile 1","BLX - Afang mobile Khamkert","352026730 - BLX - Akhai mobile 1","352026726 - BLX - Afang Mobile Nongpong","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 09:05:52"
81,,DO670513-00005,867003064478353,"BLX - Afuo mobile ຄຳເກີດ","BLX - Afuo ຈອມທອງ","352026730 - BLX - Akhai mobile 1","352026728 - BLX - Afou ViengThong","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 09:05:19"
82,,DO670513-00006,867003064456672,"BLX - Afuo mobile ຄຳເກີດ","BLX - Afuo ຈອມທອງ","352026730 - BLX - Akhai mobile 1","352026728 - BLX - Afou ViengThong","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 09:05:19"
83,IN670503-00034,DO670513-00007,862774061946072,"BLX - Akhai mobile 1","BLX - Afang mobile Khamkert","352026730 - BLX - Akhai mobile 1","352026726 - BLX - Afang Mobile Nongpong","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 09:05:00"
84,,DO670513-00008,860306074522855,"SVK - A Rong mobile","SVK - INEW Savan1 Agent Store","352027386 - SVK - A Rong mobile","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)",,Admin,"2024-05-13 09:05:42"
85,,DO670513-00009,862211067127951,"LNT - SP mobile","LNT - Xiangkok mobile","352032221 - LNT - SP mobile","352026849 - LNT - Xiangkok mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-13 09:05:15"
86,,DO670513-00010,865055066180314,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-13 09:05:50"
87,IN670509-00013,DO670513-00011,867003068613732,"VT1 - Tata","VT1 - khun mobile ໂພນປາເປົ້າ","352027310 - VT1 - Tata","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:55"
88,IN670509-00013,DO670513-00012,867003068585955,"VT1 - Tata","VT1 - khun mobile ໂພນປາເປົ້າ","352027310 - VT1 - Tata","352027223 - VT1 - khun mobile Phonepapao","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:55"
89,IN670510-00011,DO670513-00013,867003068605878,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
90,IN670510-00011,DO670513-00014,867003067963294,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
91,IN670510-00011,DO670513-00015,867003069281257,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
92,IN670510-00011,DO670513-00016,863671064308772,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
93,IN670510-00011,DO670513-00017,863671064308434,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
94,IN670510-00011,DO670513-00018,867003069283873,"VT1 - 63 Mobile","VT1 - icare","352027122 - VT1 - 63 Mobile","352027214 - VT1 - icare","WH - Stock OPPO (Mark)",,M20180315,"2024-05-13 16:05:28"
95,IN670503-00025,DO670513-00019,863671064287232,"KAM - TK mobile","KAM - Awen mobile1 Agent Store","352026830 - KAM - TK mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:02"
96,,DO670513-00020,867003068352315,"KAM - DS mobile","KAM - Awen mobile1 Agent Store","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:06"
97,,DO670513-00021,867003069277552,"KAM - DS mobile","KAM - Awen mobile1 Agent Store","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:06"
98,,DO670513-00022,866654063454117,"KAM - DS mobile","KAM - Awen mobile1 Agent Store","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:06"
99,,DO670513-00023,866654063731498,"KAM - DS mobile","KAM - Awen mobile2","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:06"
100,,DO670513-00024,860306074516733,"KAM - DS mobile","KAM - Awen mobile1 Agent Store","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)",,Admin,"2024-05-13 17:05:06"
101,,DO670513-00025,860306074661455,"BLX - Akhai mobile 1","BLX - Awen Mobile8","352026730 - BLX - Akhai mobile 1","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N651 Approval No.：202405131207000032532",Admin,"2024-05-13 17:05:07"
102,,DO670513-00026,866654063735358,"CPS - Aling mobile3 ປາກຊ່ອງ","CPS - Jk mobile3 Agent Store","352026937 - CPS - Aling mobile3 ParkSong","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",,Admin,"2024-05-13 17:05:06"
103,IN670512-00007,DO670513-00027,867528072907670,"LNT - SP mobile","LNT - KK Mobile","352032221 - LNT - SP mobile","352032401 - LNT - KK Mobile","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202405131549000535134",Admin,"2024-05-13 17:05:58"
104,,DO670514-00001,868051060289794,"VT1 - ZiVa mobile","VT1 - AJia Mobile","352027341 - VT1 - ZiVa mobile","352027166 - VT1 - AJia Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 14:05:21"
105,,DO670514-00002,868051060287731,"VT1 - ZiVa mobile","VT1 - AJia Mobile","352027341 - VT1 - ZiVa mobile","352027166 - VT1 - AJia Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 14:05:21"
106,,DO670514-00003,862774061523897,"VT1 - ZiVa mobile","VT1 - AJia Mobile","352027341 - VT1 - ZiVa mobile","352027166 - VT1 - AJia Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 14:05:21"
107,,DO670514-00004,866654063729294,"VT1 - LT ໜອງຈັນ","VT1 - LT ໜອງຈັນ","352027241 - VT1 - LT Nongchan","352027241 - VT1 - LT Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 14:05:26"
108,,DO670514-00005,865055066171339,"PSL - Congbin4","PSL - JW Mobile4","352026982 - PSL - Congbin1 Bounenum","352026915 - PSL - JW mobile Agent Shop","Kerry-JW (Phonsaly)",s,Admin,"2024-05-14 15:05:42"
109,,DO670514-00006,867003068245071,"XKH - Kong mobile","XKH - Ahua Mobile1 Agent Shop","352027035 - XKH - Kong mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)",s,Admin,"2024-05-14 15:05:58"
110,IN670507-00049,DO670514-00007,866654063446972,"VT3 - KM mobile","VT3 - Win Samsung2 Agent Store","352027328 - VT3 - V.t Mobile1","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",s,Admin,"2024-05-14 15:05:10"
111,,DO670514-00008,866654063729294,"VT1 - nangnoy","VT1 - LT ໜອງຈັນ","352027255 - VT1 - nangnoy","352027241 - VT1 - LT Nongchan","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 15:05:14"
112,,DO670514-00009,867003068119656,"VT1 - ZiVa mobile","VT1 - LJH (Aping)","352027341 - VT1 - ZiVa mobile","352027238 - VT1 - LJH (Aping)","WH - Stock OPPO (Mark)",,M20180315,"2024-05-14 15:05:26"
113,,DO670515-00001,867003068240858,"VT1 - L&A mobile","VT1 - ComCom Mobile","352032471 - VT1 - L&A mobile","352027194 - VT1 - ComCom Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 13:05:58"
114,,DO670515-00002,867003068240254,"VT1 - L&A mobile","VT1 - ComCom Mobile","352032471 - VT1 - L&A mobile","352027194 - VT1 - ComCom Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 13:05:58"
115,,DO670515-00003,863178064329493,"VT1 - L&A mobile","VT1 - ComCom Mobile","352032471 - VT1 - L&A mobile","352027194 - VT1 - ComCom Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 13:05:58"
116,,DO670515-00004,867003065493419,"VT1 - L&A mobile","VT1 - ComCom Mobile","352032471 - VT1 - L&A mobile","352027194 - VT1 - ComCom Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 13:05:58"
117,IN670511-00069,DO670515-00005,867993074497957,"VT1 - SCV mobile","VT1 - A Yang Mobile Xaisavang","352032258 - VT1 - SCV mobile","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 13:05:41"
118,,DO670515-00006,866155066951075,"VT1 - ZiVa mobile","VT1 - HuiHui Mobile2 Dongkhamxang","352027341 - VT1 - ZiVa mobile","352027212 - VT1 - HuiHui modile1 Nongphasy","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 15:05:52"
119,,DO670515-00007,869355069652632,"VT1 - Saiy mobile ຄຳສະຫວາດ","VT1 - 63 Mobile","352027284 - VT1 - Saiy mobile","352027122 - VT1 - 63 Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 15:05:20"
120,,DO670515-00008,868051060442559,"VT1 - Saiy mobile ຄຳສະຫວາດ","VT1 - 63 Mobile","352027284 - VT1 - Saiy mobile","352027122 - VT1 - 63 Mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-05-15 15:05:20"
121,,DO670516-00001,865055069470175,"XKH - Vanhkham mobile1","XKH - Ahua Mobile1 Agent Shop","352027045 - XKH - Vanhkham mobile","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2550 Approval No.：202405141513000198585",Admin,"2024-05-16 11:05:13"
122,,DO670516-00002,867003065763738,"LNT - SP mobile","LNT - Aping mobile ຫຼວງນ້ຳທາ","352032221 - LNT - SP mobile","352026838 - LNT - Aping mobile","Kerry-A Yao (Loungnamtha)",,Admin,"2024-05-16 11:05:54"
